source,target,count
South africa,Research institute of the evangelical lutheran church of finland,6
Research institute of the evangelical lutheran church of finland,South korea,9
South korea,Research institute of the evangelical lutheran church of finland,9
Research institute of the evangelical lutheran church of finland,Spain,5
Spain,Research institute of the evangelical lutheran church of finland,5
Research institute of the evangelical lutheran church of finland,Sweden,48
Sweden,Research institute of the evangelical lutheran church of finland,48
Research institute of the evangelical lutheran church of finland,Switzerland,14
Switzerland,Research institute of the evangelical lutheran church of finland,14
Research institute of the evangelical lutheran church of finland,Taiwan,2
Taiwan,Research institute of the evangelical lutheran church of finland,2
Research institute of the evangelical lutheran church of finland,Tunisia,1
Tunisia,Research institute of the evangelical lutheran church of finland,1
Research institute of the evangelical lutheran church of finland,Turkey,22
Turkey,Research institute of the evangelical lutheran church of finland,22
Research institute of the evangelical lutheran church of finland,Uit: the arctic university of norway,1
Uit: the arctic university of norway,Research institute of the evangelical lutheran church of finland,1
Research institute of the evangelical lutheran church of finland,Ukraine,42
Ukraine,Research institute of the evangelical lutheran church of finland,42
Research institute of the evangelical lutheran church of finland,United arab emirates,2
United arab emirates,Research institute of the evangelical lutheran church of finland,2
Research institute of the evangelical lutheran church of finland,United kingdom,321
United kingdom,Research institute of the evangelical lutheran church of finland,321
Research institute of the evangelical lutheran church of finland,United states,715
United states,Research institute of the evangelical lutheran church of finland,715
Research institute of the evangelical lutheran church of finland,University of minnesota,2
University of minnesota,Research institute of the evangelical lutheran church of finland,2
Research institute of the evangelical lutheran church of finland,University of nantes,1
University of nantes,Research institute of the evangelical lutheran church of finland,1
Research institute of the evangelical lutheran church of finland,University of southern california,1
University of southern california,Research institute of the evangelical lutheran church of finland,1
Research institute of the evangelical lutheran church of finland,University of toronto,1
University of toronto,Research institute of the evangelical lutheran church of finland,1
Research institute of the evangelical lutheran church of finland,University of washington,1
University of washington,Research institute of the evangelical lutheran church of finland,1
Research institute of the evangelical lutheran church of finland,Uzbekistan,4
Uzbekistan,Research institute of the evangelical lutheran church of finland,4
Research institute of the evangelical lutheran church of finland,Viet nam,2
Viet nam,Research institute of the evangelical lutheran church of finland,2
Research institute of the evangelical lutheran church of finland,empty,465
empty,Research institute of the evangelical lutheran church of finland,465
Romania,Al-farabi kazakh national university,4
Al-farabi kazakh national university,Romania,4
Romania,Azad university,2
Azad university,Romania,2
Romania,Ben-gurion university of the negev,2
Ben-gurion university of the negev,Romania,2
Romania,Communication studies program at concordia university,1
Communication studies program at concordia university,Romania,1
Romania,Des minorités (gdm),2
Des minorités (gdm),Romania,2
Romania,Ehess,1
Ehess,Romania,1
Romania,French polynesia,3
French polynesia,Romania,3
Romania,Friedrich-schiller-univ. jena,1
Friedrich-schiller-univ. jena,Romania,1
Romania,Geographisches institut der universität innsbruck,13
Geographisches institut der universität innsbruck,Romania,13
Romania,Hankuk university of foreign studies,4
Hankuk university of foreign studies,Romania,4
Romania,Humboldt university,8
Humboldt university,Romania,8
Romania,Institut de recherche pour le développement (ird),3
Institut de recherche pour le développement (ird),Romania,3
Romania,Institut für sozialforschune im arbeitsbereich theorie und geschichte der gewalt,10
Institut für sozialforschune im arbeitsbereich theorie und geschichte der gewalt,Romania,10
Romania,Kazakhstan astana university miras kazakhstan kazakh national pedagogical university named after abai kazakhstan,2
Kazakhstan astana university miras kazakhstan kazakh national pedagogical university named after abai kazakhstan,Romania,2
Romania,Kazan (volga region) federal university,5
Kazan (volga region) federal university,Romania,5
Romania,Komazawa university,3
Komazawa university,Romania,3
Romania,Massachusetts institute of technology,1
Massachusetts institute of technology,Romania,1
Romania,Murmansk advanced teachers' college,4
Murmansk advanced teachers' college,Romania,4
Romania,Myanmar,1
Myanmar,Romania,1
Romania,Oman,1
Oman,Romania,1
Romania,Osi public health program,1
Osi public health program,Romania,1
Romania,Polish academy of sciences,5
Polish academy of sciences,Romania,5
Romania,Queen's university,3
Queen's university,Romania,3
Romania,Rand drug policy research center,2
Rand drug policy research center,Romania,2
Romania,Romania,797
Romania,Russian federation,14949
Russian federation,Romania,14949
Romania,Russian language teaching methodology institute of philology of moscow state pedagogical university,1
Russian language teaching methodology institute of philology of moscow state pedagogical university,Romania,1
Romania,Saudi arabia,40
Saudi arabia,Romania,40
Romania,School of architecture,10
School of architecture,Romania,10
Romania,School of arts &amp,14
School of arts &amp,Romania,14
Romania,School of humanities and social sciences,10
School of humanities and social sciences,Romania,10
Romania,School of modern languages,24
School of modern languages,Romania,24
Romania,Senegal,15
Senegal,Romania,15
Romania,Serbia,148
Serbia,Romania,148
Romania,Siece,2
Siece,Romania,2
Romania,Sierra leone,1
Sierra leone,Romania,1
Romania,Singapore,276
Singapore,Romania,276
Romania,Slovakia,259
Slovakia,Romania,259
Romania,Slovenia,202
Slovenia,Romania,202
Romania,Soas,7
Soas,Romania,7
Romania,South africa,288
South africa,Romania,288
Romania,South korea,415
South korea,Romania,415
Romania,Southeast missouri state university,2
Southeast missouri state university,Romania,2
Romania,Spain,758
Spain,Romania,758
Romania,Sri lanka,9
Sri lanka,Romania,9
Romania,Stanford university,4
Stanford university,Romania,4
Romania,Sweden,2411
Sweden,Romania,2411
Romania,Switzerland,1238
Switzerland,Romania,1238
Romania,Syrian arab republic,3
Syrian arab republic,Romania,3
Romania,Taiwan,63
Taiwan,Romania,63
Romania,Tajikistan,69
Tajikistan,Romania,69
Romania,Tallinn university,2
Tallinn university,Romania,2
Romania,Tanzania,12
Tanzania,Romania,12
Romania,Tatar state humanitarian and pedagogical university,1
Tatar state humanitarian and pedagogical university,Romania,1
Romania,Tate gallery of modern art,2
Tate gallery of modern art,Romania,2
Romania,Technical university of berlin,17
Technical university of berlin,Romania,17
Romania,Technische universität münchen,3
Technische universität münchen,Romania,3
Romania,Texas a and m university,2
Texas a and m university,Romania,2
Romania,Texas aandm university-corpus christi,4
Texas aandm university-corpus christi,Romania,4
Romania,Thailand,18
Thailand,Romania,18
Romania,The george washington university,1
The george washington university,Romania,1
Romania,The new school for social research,38
The new school for social research,Romania,38
Romania,The “bath house readings”,2
The “bath house readings”,Romania,2
Romania,Transylvania university,6
Transylvania university,Romania,6
Romania,Trinidad and tobago,59
Trinidad and tobago,Romania,59
Romania,Tunisia,54
Tunisia,Romania,54
Romania,Turkey,910
Turkey,Romania,910
Romania,Turkmenistan,11
Turkmenistan,Romania,11
Romania,U.s. naval academy,2
U.s. naval academy,Romania,2
Romania,Uit: the arctic university of norway,5
Uit: the arctic university of norway,Romania,5
Romania,Uk,4
Uk,Romania,4
Romania,Ukraine,2395
Ukraine,Romania,2395
Romania,Umr 7220,14
Umr 7220,Romania,14
Romania,United arab emirates,134
United arab emirates,Romania,134
Romania,United kingdom,18580
United kingdom,Romania,18580
Romania,United states,36028
United states,Romania,36028
Romania,United states holocaust memorial museum,4
United states holocaust memorial museum,Romania,4
Romania,University of arizona,7
University of arizona,Romania,7
Romania,University of birmingham,6
University of birmingham,Romania,6
Romania,University of bologna,12
University of bologna,Romania,12
Romania,University of bristol,7
University of bristol,Romania,7
Romania,University of calabria,2
University of calabria,Romania,2
Romania,University of delaware,1
University of delaware,Romania,1
Romania,University of islamic sciences,3
University of islamic sciences,Romania,3
Romania,University of kansas,5
University of kansas,Romania,5
Romania,University of latvia,2
University of latvia,Romania,2
Romania,University of london,20
University of london,Romania,20
Romania,University of manchester,5
University of manchester,Romania,5
Romania,University of miami school of architecture,11
University of miami school of architecture,Romania,11
Romania,University of minnesota,16
University of minnesota,Romania,16
Romania,University of north texas,16
University of north texas,Romania,16
Romania,University of pisa,2
University of pisa,Romania,2
Romania,University of pittsburgh,16
University of pittsburgh,Romania,16
Romania,University of southampton,4
University of southampton,Romania,4
