id, label, degree
canadian-american slavic studies,canadian-american slavic studies,1
international corporations,international corporations,1
new historical perspectives,new historical perspectives,1
stalin opposition,stalin opposition,1
col-laboration,col-laboration,1
i.s. konev,i.s. konev,1
liberation of europe,liberation of europe,1
prague uprising,prague uprising,1
vlasovtsy,vlasovtsy,1
cripple,cripple,1
hospital,hospital,1
hospital ward,hospital ward,1
literary motives,literary motives,1
literary ties,literary ties,1
literature of the urals,literature of the urals,1
poetic genres,poetic genres,1
poetic texts,poetic texts,1
tales,tales,1
the winged horse symbol,the winged horse symbol,1
urals poetry,urals poetry,1
urals poets,urals poets,1
urals writers,urals writers,1
the kwantung army,the kwantung army,1
the potsdam declaration,the potsdam declaration,1
the soviet-japanese war,the soviet-japanese war,1
the state defense committee,the state defense committee,1
ethnic germans in romania,ethnic germans in romania,1
memorialistic literature,memorialistic literature,1
bigotry,bigotry,1
"decalogue of""new faith""","decalogue of""new faith""",1
denunciation,denunciation,1
ideal citizen,ideal citizen,1
information and propaganda system,information and propaganda system,1
optical selectivity,optical selectivity,1
planned aesthetics,planned aesthetics,1
quiet occupation,quiet occupation,1
rodina,rodina,1
self-alienation,self-alienation,1
social acting (ketman),social acting (ketman),1
uniformity,uniformity,1
budget rule,budget rule,1
consumption and export of oil and oil products,consumption and export of oil and oil products,1
economic dominance of russia,economic dominance of russia,1
oil and gas revenues,oil and gas revenues,1
opec + agreement,opec + agreement,1
tax maneuver,tax maneuver,1
lidia charskaya,lidia charskaya,1
literature for young adults,literature for young adults,1
clear script,clear script,1
kalmyk,kalmyk,1
n. ochirov,n. ochirov,1
oirat,oirat,1
ts. nominkhanov,ts. nominkhanov,1
eschatological motives,eschatological motives,1
victor krivulin,victor krivulin,1
north-caucasian immigration,north-caucasian immigration,1
polish-caucasian relations,polish-caucasian relations,1
prometheism,prometheism,1
christian universities in china,christian universities in china,1
harvard-yenching institute,harvard-yenching institute,1
kyoto bombing,kyoto bombing,1
musée guimet,musée guimet,1
practical school of higher studies,practical school of higher studies,1
russian emigrant world,russian emigrant world,1
school of living oriental languages,school of living oriental languages,1
serge elisséeff,serge elisséeff,1
sergey (sergei) grigor’yevich eliseev,sergey (sergei) grigor’yevich eliseev,1
to trans vs to queer/transing vs queering,to trans vs to queer/transing vs queering,1
transfeminisms,transfeminisms,1
transgender theory,transgender theory,1
"""prague spring"", declassified archives","""prague spring"", declassified archives",1
a delegation of soviet military leaders,a delegation of soviet military leaders,1
monument to marshal konev,monument to marshal konev,1
balkan pact of 1953,balkan pact of 1953,1
turkenato,turkenato,1
distribution and territorial planning,distribution and territorial planning,1
hydropower paradigms,hydropower paradigms,1
innovative industrial policy,innovative industrial policy,1
natural productive forces,natural productive forces,1
nature-like accommodation technologies,nature-like accommodation technologies,1
spatial methods,spatial methods,1
wave energy,wave energy,1
wife of the rabbi,wife of the rabbi,1
archbi shop romual d jałbrzykowski,archbi shop romual d jałbrzykowski,1
archdiocese of vilnius,archdiocese of vilnius,1
białystok,białystok,1
roman catholic priest,roman catholic priest,1
kornej chukovsky,kornej chukovsky,1
soviet children’s book,soviet children’s book,1
military conflict in vietnam,military conflict in vietnam,1
mutual relations in the triangle of the ussr-usa-china,mutual relations in the triangle of the ussr-usa-china,1
psychology and ideology of the leaders of the ussr and the usa,psychology and ideology of the leaders of the ussr and the usa,1
the role of individuals in politics,the role of individuals in politics,1
acoustic approach to poetry,acoustic approach to poetry,1
chukovshina,chukovshina,1
content insularity,content insularity,1
methodological underdevelopment,methodological underdevelopment,1
new rhythmic,new rhythmic,1
poetic evolution,poetic evolution,1
rhythmico-syntactic contour,rhythmico-syntactic contour,1
word play,word play,1
books for children and young adults,books for children and young adults,1
conceptions of childhood,conceptions of childhood,1
non-alliance,non-alliance,1
security culture,security culture,1
international tension,international tension,1
japanese aggression,japanese aggression,1
occupation of manchuria,occupation of manchuria,1
narcotic drugs,narcotic drugs,1
red teahouse,red teahouse,1
kalmyk arts,kalmyk arts,1
administration of tourism and excursions of latvia,administration of tourism and excursions of latvia,1
republican tourism council of latvia,republican tourism council of latvia,1
d.v.bubrich,d.v.bubrich,1
ungaristics,ungaristics,1
neoliberal institutionalism,neoliberal institutionalism,1
regional convergence and cooperation,regional convergence and cooperation,1
water resources management,water resources management,1
legalities,legalities,1
history of creation,history of creation,1
literature for children,literature for children,1
russian literature of 20th century,russian literature of 20th century,1
s. marshak,s. marshak,1
history of political repressions,history of political repressions,1
confidence building measures,confidence building measures,1
incsea,incsea,1
nordområdepolitikk,nordområdepolitikk,1
chaplaincy,chaplaincy,1
health chaplaincy,health chaplaincy,1
military chaplaincy,military chaplaincy,1
non-military chaplaincy,non-military chaplaincy,1
orphan chaplaincy,orphan chaplaincy,1
prison chaplaincy,prison chaplaincy,1
student (youth) chaplaincy,student (youth) chaplaincy,1
archives of ukraine,archives of ukraine,1
"nkvd ""polish operation""","nkvd ""polish operation""",1
order no. 00485,order no. 00485,1
polish theatre,polish theatre,1
cross-border inter-municipal cooperation,cross-border inter-municipal cooperation,1
foreign economic activity of regions,foreign economic activity of regions,1
sister cities,sister cities,1
dictionary of the writer's language,dictionary of the writer's language,1
language norm,language norm,1
literary language of the soviet era,literary language of the soviet era,1
normative explanatory dictionary,normative explanatory dictionary,1
sergey ivanovich ozhegov,sergey ivanovich ozhegov,1
olivier rolin,olivier rolin,1
educational regulation,educational regulation,1
mir arab madrasa,mir arab madrasa,1
religious advertising,religious advertising,1
religious sciences,religious sciences,1
transoxiana islamic culture,transoxiana islamic culture,1
a.a. аkhmatova,a.a. аkhmatova,1
m.s. petrovykh,m.s. petrovykh,1
“мuse”,“мuse”,1
international research cooperation,international research cooperation,1
netscity,netscity,1
kroshka enot,kroshka enot,1
lilian moore,lilian moore,1
olga obrazcova,olga obrazcova,1
soviet children’s literature of late socialism,soviet children’s literature of late socialism,1
vladimir shainsky,vladimir shainsky,1
a.m. gorky,a.m. gorky,1
ceramic,ceramic,1
e.ya. danko,e.ya. danko,1
f.m.a. voltaire,f.m.a. voltaire,1
image of china,image of china,1
m.v. lomonosov,m.v. lomonosov,1
a.i. solzhenitsyn,a.i. solzhenitsyn,1
g. gapon,g. gapon,1
great french revolution,great french revolution,1
m.ya. gefter,m.ya. gefter,1
revolution of 1905,revolution of 1905,1
russian mental habits,russian mental habits,1
paolo cuneo,paolo cuneo,1
territories,territories,1
renaming of localities,renaming of localities,1
transformation of working settlements,transformation of working settlements,1
language of instruction,language of instruction,1
d. kharms,d. kharms,1
graphic story,graphic story,1
k. l’dov,k. l’dov,1
magazine «chizh»,magazine «chizh»,1
